nro_sicop,cedula_institucion,fecha_publicacion,fecha_inicio_recepcion,fecha_cierre_recepcion,fecha_apertura,nro_procedimiento,cod_unidad_compra,tipo_procedimiento,modalidad_procedimiento,descripcion,numero_linea,numero_partida,cantidad_solicitada,precio_unitario_estimado,tipo_cambio_dolar,codigo_identificacion,total
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",238,4,1,3921.1,572.43,3.12015E+15,3921.1
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",239,4,1,17573.76,572.43,4.61716E+15,17573.76
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",240,4,1,11937.14,572.43,3.12422E+15,11937.14
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",241,4,1,960.5,572.43,3.12015E+15,960.5
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",242,4,1,641.79,572.43,3.91316E+15,641.79
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",243,4,1,2340.8,572.43,3.91317E+15,2340.8
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",244,4,1,17.79,572.43,3.11618E+15,17.79
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",245,4,1,5776.45,572.43,4.4103E+15,5776.45
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",246,4,1,2346.66,572.43,4.4103E+15,2346.66
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",247,4,1,11628.74,572.43,3.12015E+15,11628.74
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",248,4,1,96.05,572.43,3.91214E+15,96.05
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",249,4,1,2088.15,572.43,3.91317E+15,2088.15
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",250,4,1,683.84,572.43,3.91018E+15,683.84
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",251,4,1,1412.5,572.43,3.91213E+15,1412.5
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",252,4,1,825.09,572.43,4.01749E+15,825.09
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",253,4,1,977.98,572.43,4.01749E+15,977.98
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",254,4,1,406.83,572.43,4.01725E+15,406.83
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",255,4,1,2732.72,572.43,4.01715E+15,2732.72
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",34,1,1,5.2,572.43,3.11615E+15,5.2
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",35,1,1,6,572.43,3.11615E+15,6
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",36,1,1,6.19,572.43,3.11615E+15,6.19
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",37,1,1,28.25,572.43,3.11615E+15,28.25
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",38,1,1,4204.73,572.43,3.01023E+15,4204.73
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",39,1,1,6984.53,572.43,3.01023E+15,6984.53
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",40,1,1,6312.18,572.43,3.01023E+15,6312.18
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",41,1,1,440.7,572.43,3.01024E+15,440.7
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",42,1,1,2428.37,572.43,3.01115E+15,2428.37
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",43,1,1,3857.82,572.43,3.01115E+15,3857.82
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",44,1,1,3845.39,572.43,3.01115E+15,3845.39
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",45,1,1,257.64,572.43,4.01717E+15,257.64
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",46,1,1,406.8,572.43,4.01717E+15,406.8
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",47,1,1,467.82,572.43,4.01717E+15,467.82
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",48,1,1,246.34,572.43,4.01717E+15,246.34
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",49,1,1,388.72,572.43,4.01717E+15,388.72
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",50,1,1,445.22,572.43,4.01717E+15,445.22
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",51,1,1,142.38,572.43,4.01728E+15,142.38
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",52,1,1,435.05,572.43,4.01728E+15,435.05
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",53,1,1,882.53,572.43,4.01728E+15,882.53
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",54,1,1,1896.14,572.43,4.01728E+15,1896.14
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",55,1,1,361.6,572.43,4.01728E+15,361.6
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",56,1,1,430.53,572.43,4.01728E+15,430.53
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",57,1,1,1168.42,572.43,4.01728E+15,1168.42
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",58,1,1,82.49,572.43,4.01728E+15,82.49
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",59,1,1,155.94,572.43,4.01728E+15,155.94
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",60,1,1,322.05,572.43,4.01728E+15,322.05
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",61,1,1,698.34,572.43,4.01728E+15,698.34
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",62,1,1,135.6,572.43,4.01728E+15,135.6
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",63,1,1,22.6,572.43,3.11618E+15,22.6
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",64,1,1,29.38,572.43,3.11618E+15,29.38
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",65,1,1,10.17,572.43,3.11618E+15,10.17
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",66,1,1,19.21,572.43,3.11618E+15,19.21
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",67,1,1,1956.03,572.43,4.01753E+15,1956.03
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",68,1,1,1952.64,572.43,4.01753E+15,1952.64
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",69,1,1,197.75,572.43,4.01736E+15,197.75
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",70,1,1,56.5,572.43,4.01735E+15,56.5
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",71,1,1,114.13,572.43,4.01735E+15,114.13
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",256,4,1,3889.08,572.43,4.01715E+15,3889.08
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",257,4,1,196.82,572.43,4.01749E+15,196.82
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",258,4,1,229.33,572.43,4.01749E+15,229.33
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",259,4,1,15.82,572.43,3.11624E+15,15.82
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",260,4,1,27.32,572.43,3.11624E+15,27.32
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",73,1,1,85.88,572.43,4.01735E+15,85.88
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",74,1,1,749.1,572.43,4.01735E+15,749.1
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",75,1,1,491.55,572.43,4.01735E+15,491.55
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",76,1,1,1066.72,572.43,4.01735E+15,1066.72
20190801073,4000004017,22:31.0,25:00.0,00:00.0,00:00.0,2019LA-000015-0004900001,1,LICITACIÃ“N ABREVIADA,SegÃºn demanda,"SUMINISTRO DE PRODUCTOS FERRETEROS, DE CONSTRUCCIÃ“N Y MATERIALES ELÃ‰CTRICOS POR DEMANDA PARA EL BANCO CENTRAL DE COSTA RICA (BCCR)",77,1,1,485.9,572.43,4.01735E+15,485.9
